Employee_ID,Name,Age,Department,Salary,Years_at_Company,Performance_Score,Last_Promotion_Year,Training_Hours,Sick_Days,Work_Location,Gender,Job_Level,Education_Level
702,Alice,45,HR,31763,9,3.84,2021,71,1,Remote,Other,Manager,Bachelor's
703,Eve,38,Marketing,81077,14,1.33,2019,28,7,Remote,Other,Mid,High School
704,Eve,29,Finance,39849,1,2.16,2019,72,5,Onsite,Female,Senior,PhD
705,Bob,56,IT,94373,2,2.26,2022,44,3,Remote,Female,Manager,Bachelor's
706,Diana,29,HR,61333,12,2.43,2021,79,4,Onsite,Other,Entry,High School
707,Charlie,49,Sales,114342,10,3.75,2021,113,1,Hybrid,Female,Manager,PhD
708,Eve,55,HR,113112,8,1.08,2019,181,6,Hybrid,Male,Manager,Bachelor's
709,Eve,24,Finance,42542,9,3.67,2020,93,5,Remote,Other,Entry,High School
710,Diana,34,Marketing,110298,19,1.81,2021,109,8,Remote,Male,Manager,Master's
711,Charlie,41,IT,104846,8,4.45,2019,167,9,Remote,Female,Senior,PhD
712,Alice,40,Marketing,99891,8,4.62,2022,14,4,Hybrid,Male,Mid,Bachelor's
713,Charlie,49,Sales,92236,15,4.2,2021,45,11,Onsite,Female,Entry,High School
714,Alice,55,HR,97257,3,3.68,2022,109,3,Hybrid,Male,Entry,Bachelor's
715,Charlie,35,IT,119803,19,3.7,2022,189,11,Remote,Other,Mid,High School
716,Bob,44,Finance,104143,13,1.12,2019,91,14,Remote,Female,Entry,Master's
717,Diana,24,Finance,76242,19,3.29,2021,1,13,Onsite,Male,Entry,Master's
718,Bob,36,Marketing,61255,17,1.12,2020,22,0,Remote,Female,Entry,Master's
719,Alice,38,IT,56796,7,2.47,2021,90,2,Remote,Other,Mid,Master's
720,Diana,57,HR,80048,18,2.48,2021,54,5,Onsite,Other,Manager,Bachelor's
721,Eve,27,Finance,96002,6,4.74,2019,139,2,Remote,Male,Mid,PhD
722,Eve,24,HR,73961,17,1.4,2022,167,14,Onsite,Female,Manager,Bachelor's
723,Alice,45,IT,111288,15,3.92,2021,165,10,Hybrid,Male,Manager,Master's
724,Diana,34,Marketing,72091,10,1.11,2021,63,5,Remote,Other,Entry,PhD
725,Charlie,30,Finance,36207,7,1.15,2019,118,0,Hybrid,Other,Senior,Bachelor's
726,Eve,41,Finance,65044,16,1.67,2018,5,1,Remote,Male,Mid,Master's
727,Bob,48,Finance,30808,18,3.84,2021,171,4,Remote,Female,Mid,High School
728,Charlie,39,Sales,103255,3,2.86,2022,80,12,Remote,Other,Manager,High School
729,Diana,35,HR,64490,8,2.48,2021,0,1,Remote,Other,Entry,Master's
730,Eve,40,HR,34732,6,1.76,2020,150,5,Hybrid,Male,Mid,Master's
731,Charlie,55,Marketing,49637,16,4.26,2020,3,9,Onsite,Other,Senior,PhD
732,Eve,25,Sales,98597,4,1.46,2021,4,11,Remote,Female,Mid,High School
733,Bob,39,IT,90504,8,3.72,2021,156,11,Onsite,Female,Senior,Master's
734,Eve,51,Marketing,106348,8,1.74,2019,90,3,Hybrid,Male,Senior,Master's
735,Alice,39,Sales,48077,13,1.94,2022,144,0,Onsite,Female,Mid,High School
736,Alice,59,Finance,108180,17,3.23,2022,57,5,Remote,Female,Entry,Bachelor's
737,Charlie,24,Marketing,85927,3,3.56,2021,171,8,Hybrid,Female,Entry,High School
738,Alice,35,IT,36624,6,2.94,2021,157,2,Remote,Female,Mid,High School
739,Eve,46,Sales,74086,3,1.39,2021,147,11,Remote,Other,Mid,Master's
740,Alice,23,Finance,101364,3,1.12,2022,183,7,Onsite,Male,Mid,High School
741,Charlie,52,Marketing,114389,10,1.21,2020,61,0,Onsite,Female,Senior,PhD
742,Alice,35,Marketing,35583,16,1.35,2018,90,14,Onsite,Other,Manager,High School
743,Alice,54,Sales,108179,14,1.59,2021,157,14,Hybrid,Female,Senior,Bachelor's
744,Diana,49,Marketing,51505,13,2.95,2019,22,1,Hybrid,Female,Mid,High School
745,Bob,25,Marketing,70439,10,2.31,2019,6,8,Hybrid,Male,Mid,Master's
746,Charlie,25,HR,45087,2,2.55,2018,29,3,Hybrid,Male,Entry,Bachelor's
747,Charlie,40,IT,87797,10,4.13,2020,7,14,Onsite,Female,Mid,Bachelor's
748,Bob,33,Marketing,87464,15,1.1,2020,90,2,Onsite,Female,Manager,Master's
749,Diana,39,Marketing,108062,7,4.92,2021,28,4,Onsite,Female,Entry,High School
750,Bob,51,HR,65950,5,2.1,2020,144,10,Onsite,Other,Manager,Master's
751,Eve,30,Sales,88238,8,2.93,2021,21,4,Remote,Male,Senior,PhD
752,Diana,49,Marketing,67959,8,1.39,2022,161,14,Hybrid,Male,Mid,PhD
753,Charlie,49,Sales,75514,8,4.05,2020,57,4,Remote,Male,Senior,PhD
754,Diana,27,HR,74178,4,3.21,2020,136,14,Remote,Other,Entry,PhD
755,Bob,34,IT,57401,4,3.05,2018,121,7,Onsite,Other,Entry,High School
756,Eve,31,Marketing,63815,13,4.46,2019,86,2,Remote,Female,Manager,Bachelor's
757,Bob,55,HR,83356,14,3.38,2020,132,1,Remote,Female,Mid,PhD
758,Eve,40,HR,115880,11,4.97,2020,182,4,Onsite,Female,Mid,Bachelor's
759,Bob,34,Sales,115645,15,1.66,2019,153,12,Hybrid,Female,Manager,PhD
760,Bob,49,IT,96540,15,1.23,2022,7,3,Hybrid,Female,Manager,Master's
761,Alice,58,IT,51308,10,2.46,2018,98,8,Remote,Male,Mid,High School
762,Eve,36,Sales,37169,19,4.28,2020,118,14,Remote,Female,Entry,Bachelor's
763,Bob,52,Marketing,77217,16,1.84,2020,166,5,Onsite,Other,Entry,PhD
764,Charlie,37,Finance,63787,16,2.11,2022,13,13,Onsite,Male,Entry,Bachelor's
765,Charlie,42,Finance,99169,17,2.56,2018,36,1,Onsite,Male,Mid,PhD
766,Bob,29,HR,113178,10,2.39,2018,45,12,Onsite,Other,Manager,PhD
767,Diana,48,Finance,94557,1,2.14,2018,185,6,Hybrid,Other,Entry,PhD
768,Alice,52,Sales,33039,6,3.95,2022,54,11,Hybrid,Male,Senior,High School
769,Bob,56,IT,52226,19,1.7,2021,165,8,Hybrid,Male,Entry,Bachelor's
770,Alice,45,HR,116769,1,1.4,2021,153,7,Hybrid,Female,Senior,Master's
771,Bob,24,Sales,74734,15,2.31,2019,137,0,Hybrid,Female,Senior,High School
772,Eve,34,IT,62078,12,1.09,2021,106,9,Hybrid,Other,Entry,Master's
773,Alice,49,IT,65331,9,4.73,2019,162,7,Hybrid,Other,Entry,PhD
774,Alice,22,Sales,92750,7,2.76,2021,28,13,Hybrid,Male,Mid,PhD
775,Diana,55,HR,117862,7,3.34,2020,34,7,Onsite,Male,Entry,High School
776,Bob,25,HR,58879,8,1.37,2022,82,11,Hybrid,Female,Senior,Master's
777,Alice,23,Sales,60031,19,3.14,2022,124,13,Onsite,Other,Senior,Bachelor's
778,Bob,53,Marketing,100789,5,1.31,2020,55,7,Onsite,Female,Entry,PhD
779,Eve,51,Finance,104748,8,4.0,2019,51,5,Onsite,Other,Manager,High School
780,Bob,42,IT,112805,9,4.93,2019,38,1,Remote,Male,Mid,High School
781,Eve,34,Marketing,33845,12,2.73,2021,122,8,Onsite,Other,Senior,Bachelor's
782,Diana,30,Sales,42875,6,3.81,2019,191,12,Onsite,Female,Mid,PhD
783,Bob,23,IT,59036,11,2.7,2021,40,11,Hybrid,Other,Entry,Master's
784,Diana,49,HR,95218,19,3.8,2020,109,11,Hybrid,Other,Manager,PhD
785,Bob,36,Sales,85860,4,3.56,2018,55,12,Onsite,Male,Entry,PhD
786,Charlie,41,IT,93145,7,2.68,2018,72,9,Remote,Male,Mid,High School
787,Diana,38,IT,113151,18,2.72,2021,73,6,Hybrid,Female,Senior,PhD
788,Diana,44,Sales,39630,19,3.03,2018,48,1,Onsite,Other,Manager,Bachelor's
789,Diana,52,Finance,105806,19,1.89,2019,142,0,Onsite,Other,Senior,High School
790,Alice,37,Marketing,96906,7,4.37,2018,46,1,Remote,Other,Senior,PhD
791,Diana,52,Marketing,99169,8,3.98,2022,118,1,Onsite,Female,Senior,Master's
792,Diana,43,Marketing,53484,16,3.05,2021,65,5,Hybrid,Other,Mid,PhD
793,Alice,32,Sales,117158,18,1.39,2019,13,14,Hybrid,Male,Senior,Master's
794,Bob,25,HR,88153,18,3.52,2021,179,13,Onsite,Other,Entry,Bachelor's
795,Alice,57,HR,118454,10,4.09,2021,23,8,Hybrid,Male,Senior,PhD
796,Diana,38,IT,36903,1,2.57,2018,89,13,Onsite,Male,Manager,Master's
797,Bob,55,Sales,91151,10,4.9,2019,25,6,Onsite,Other,Entry,Master's
798,Eve,35,Finance,94086,10,2.57,2021,113,3,Hybrid,Other,Entry,Master's
799,Diana,34,Marketing,44798,4,3.78,2021,107,7,Onsite,Male,Senior,Bachelor's
800,Diana,28,Finance,96475,19,1.5,2022,88,9,Hybrid,Other,Mid,Bachelor's
801,Eve,59,HR,59565,17,2.49,2018,178,7,Onsite,Male,Mid,Master's
802,Bob,41,Finance,102483,12,2.57,2020,58,5,Hybrid,Male,Entry,PhD
803,Charlie,31,Sales,34952,11,2.01,2019,172,7,Hybrid,Male,Mid,PhD
804,Bob,27,Finance,57153,17,3.28,2022,129,1,Hybrid,Male,Mid,PhD
805,Eve,25,Finance,107365,18,2.19,2021,120,0,Remote,Female,Mid,PhD
806,Bob,25,Marketing,65106,9,4.8,2021,167,13,Onsite,Other,Senior,High School
807,Bob,44,IT,61058,7,3.33,2022,162,11,Onsite,Female,Senior,PhD
808,Alice,25,Marketing,32289,16,4.31,2022,126,8,Hybrid,Female,Senior,High School
809,Bob,55,Marketing,84469,14,2.91,2020,42,11,Remote,Other,Mid,High School
810,Bob,59,Marketing,31081,11,2.24,2018,47,0,Remote,Other,Entry,Master's
811,Eve,36,IT,73992,5,4.77,2020,138,14,Onsite,Female,Senior,High School
812,Eve,25,Sales,38125,6,4.31,2021,189,12,Remote,Other,Mid,PhD
813,Alice,43,Marketing,96893,7,1.26,2018,107,4,Onsite,Other,Senior,High School
814,Bob,46,Sales,94900,12,3.9,2020,13,14,Onsite,Female,Senior,High School
815,Eve,39,IT,98063,17,1.86,2019,190,9,Onsite,Female,Senior,PhD
816,Alice,47,Finance,118246,14,4.57,2018,7,1,Remote,Female,Entry,Master's
817,Diana,51,Sales,31156,14,4.71,2018,67,7,Remote,Female,Mid,Bachelor's
818,Charlie,47,IT,77044,7,2.46,2020,118,10,Remote,Female,Mid,Master's
819,Charlie,58,Marketing,106207,13,3.3,2022,182,9,Hybrid,Female,Manager,Bachelor's
820,Bob,27,IT,75040,11,3.88,2020,173,0,Onsite,Male,Senior,PhD
821,Diana,36,HR,55658,14,2.53,2019,20,4,Remote,Male,Senior,PhD
822,Diana,36,IT,104811,1,4.96,2022,1,4,Hybrid,Female,Senior,Bachelor's
823,Alice,22,Sales,52007,6,1.32,2018,168,5,Hybrid,Male,Mid,Bachelor's
824,Alice,40,Sales,47797,8,3.94,2020,148,5,Hybrid,Male,Mid,Master's
825,Diana,26,Marketing,87823,4,3.95,2022,84,11,Hybrid,Other,Senior,Master's
826,Alice,27,Sales,58677,11,1.76,2021,79,12,Remote,Female,Senior,PhD
827,Alice,45,Finance,45968,1,4.65,2019,12,3,Hybrid,Male,Senior,Master's
828,Eve,57,Finance,112035,10,4.3,2022,180,4,Onsite,Male,Manager,Bachelor's
829,Bob,52,HR,53471,4,1.3,2019,31,14,Remote,Male,Manager,Master's
830,Diana,42,Marketing,57831,8,4.05,2019,191,0,Onsite,Female,Mid,Bachelor's
831,Eve,37,IT,89976,7,1.85,2021,4,2,Hybrid,Other,Senior,High School
832,Eve,50,IT,84872,14,3.86,2020,5,13,Remote,Other,Mid,Bachelor's
833,Charlie,36,HR,47601,11,1.25,2019,88,9,Onsite,Female,Mid,PhD
834,Eve,56,Finance,86898,3,2.86,2021,118,5,Onsite,Female,Manager,PhD
835,Bob,48,Marketing,119903,2,4.12,2021,101,10,Hybrid,Female,Senior,PhD
836,Alice,45,Sales,60194,18,2.51,2019,146,12,Remote,Male,Senior,High School
837,Charlie,29,Marketing,102914,3,1.38,2018,58,5,Onsite,Male,Mid,High School
838,Bob,55,Marketing,34197,17,3.12,2022,54,8,Hybrid,Other,Manager,Master's
839,Eve,58,HR,42151,4,4.14,2021,53,4,Remote,Other,Mid,Bachelor's
840,Charlie,23,Finance,73690,11,3.02,2020,78,9,Onsite,Other,Entry,Bachelor's
841,Charlie,23,IT,111930,1,3.71,2020,160,8,Remote,Female,Mid,Bachelor's
842,Charlie,25,HR,33122,14,2.77,2019,93,10,Hybrid,Female,Senior,Bachelor's
843,Eve,36,HR,66735,18,1.21,2021,85,10,Onsite,Other,Manager,Bachelor's
844,Eve,36,IT,39213,14,3.59,2018,79,14,Remote,Female,Manager,PhD
845,Charlie,34,Marketing,87044,13,3.0,2022,170,13,Onsite,Other,Mid,Bachelor's
846,Charlie,58,Sales,53795,6,3.16,2019,101,9,Remote,Female,Entry,Bachelor's
847,Diana,41,Marketing,45959,8,4.33,2022,108,7,Onsite,Male,Mid,Bachelor's
848,Charlie,57,Marketing,43769,2,3.05,2019,156,12,Remote,Other,Mid,High School
849,Diana,57,Finance,56551,16,2.15,2019,167,10,Onsite,Female,Manager,PhD
850,Alice,46,HR,56602,11,4.13,2020,101,7,Hybrid,Female,Senior,Master's
851,Eve,45,HR,112267,17,2.01,2022,38,9,Onsite,Male,Entry,Master's
852,Diana,45,HR,51176,7,2.72,2022,89,12,Hybrid,Other,Senior,Bachelor's
853,Eve,28,Finance,85243,4,2.78,2022,7,10,Hybrid,Other,Entry,Master's
854,Bob,59,Finance,94941,11,4.92,2019,33,4,Remote,Female,Senior,High School
855,Diana,39,HR,83730,3,3.82,2018,133,0,Onsite,Female,Mid,PhD
856,Alice,54,Finance,65590,3,2.6,2022,93,7,Onsite,Other,Entry,PhD
857,Bob,45,HR,48532,3,4.49,2022,71,9,Hybrid,Female,Entry,Master's
858,Eve,29,Marketing,39962,6,3.35,2022,1,1,Remote,Other,Entry,High School
859,Eve,37,IT,49436,10,2.65,2022,4,0,Onsite,Male,Manager,High School
860,Diana,56,HR,81911,12,1.39,2020,184,4,Onsite,Male,Mid,Bachelor's
861,Diana,33,Marketing,41350,6,3.06,2018,94,9,Hybrid,Male,Entry,High School
862,Eve,30,HR,93718,7,4.64,2021,5,7,Onsite,Male,Mid,PhD
863,Alice,56,Marketing,89150,3,2.59,2021,96,4,Remote,Female,Senior,High School
864,Charlie,37,IT,37081,10,4.0,2021,30,14,Hybrid,Other,Mid,Master's
865,Eve,56,HR,43110,7,3.36,2022,131,10,Remote,Female,Senior,Master's
866,Charlie,28,Finance,67740,6,1.22,2019,67,9,Onsite,Other,Entry,Master's
867,Alice,36,IT,89947,12,4.7,2020,92,3,Remote,Female,Senior,High School
868,Eve,55,Sales,48610,19,1.13,2020,198,9,Hybrid,Male,Mid,PhD
869,Alice,37,IT,69936,1,2.21,2018,178,3,Onsite,Other,Manager,Master's
870,Alice,54,Marketing,54652,2,1.78,2020,100,5,Onsite,Other,Mid,PhD
871,Alice,54,Marketing,62472,17,1.81,2020,126,10,Remote,Female,Entry,Bachelor's
872,Charlie,53,IT,92412,7,4.71,2019,149,8,Onsite,Female,Senior,Bachelor's
873,Eve,31,HR,118431,1,2.0,2018,142,8,Hybrid,Other,Manager,Bachelor's
874,Diana,58,HR,70682,1,4.89,2019,180,6,Hybrid,Other,Entry,PhD
875,Diana,33,Marketing,89303,13,3.51,2018,155,9,Remote,Male,Entry,Master's
876,Eve,51,Marketing,33639,9,1.23,2020,167,4,Remote,Female,Manager,Bachelor's
877,Charlie,44,IT,78472,9,2.55,2019,155,3,Hybrid,Other,Entry,PhD
878,Diana,45,Sales,55572,8,2.25,2020,196,5,Onsite,Female,Senior,High School
879,Eve,34,Sales,90956,3,3.8,2018,159,9,Remote,Male,Entry,High School
880,Alice,48,Sales,93014,4,1.02,2018,96,3,Hybrid,Other,Senior,Bachelor's
881,Charlie,27,Marketing,40552,6,2.29,2021,169,12,Remote,Female,Senior,Master's
882,Alice,30,Sales,93166,10,4.09,2020,7,13,Onsite,Female,Mid,Master's
883,Eve,31,Marketing,89733,8,2.32,2019,180,8,Remote,Male,Senior,Bachelor's
884,Alice,34,IT,41395,12,2.4,2021,97,14,Remote,Other,Mid,PhD
885,Eve,45,Marketing,103877,12,2.94,2021,104,8,Hybrid,Female,Entry,Bachelor's
886,Alice,57,IT,36248,18,1.28,2019,73,7,Onsite,Female,Manager,High School
887,Alice,49,IT,88009,14,2.92,2018,152,9,Remote,Other,Manager,High School
888,Bob,55,HR,79696,4,3.6,2021,8,4,Hybrid,Other,Mid,High School
889,Charlie,32,HR,110326,13,3.9,2018,138,3,Hybrid,Female,Manager,PhD
890,Bob,28,Finance,64681,7,1.7,2019,108,12,Onsite,Female,Mid,High School
891,Alice,57,HR,85121,5,4.97,2018,11,13,Onsite,Female,Manager,Bachelor's
892,Diana,44,Sales,105310,7,4.21,2020,47,4,Remote,Other,Entry,High School
893,Bob,49,Marketing,31728,2,1.63,2018,20,10,Remote,Male,Manager,PhD
894,Bob,30,Finance,83992,8,2.37,2022,101,9,Onsite,Male,Senior,Bachelor's
895,Bob,42,Finance,118394,15,4.27,2022,94,2,Remote,Other,Entry,PhD
896,Eve,33,Sales,115088,1,4.9,2020,178,7,Hybrid,Other,Entry,High School
897,Charlie,31,Marketing,106811,3,4.55,2018,120,4,Remote,Other,Manager,PhD
898,Diana,49,HR,92852,1,1.61,2019,92,5,Remote,Other,Senior,Master's
899,Diana,57,Sales,62991,2,2.37,2021,122,14,Onsite,Male,Manager,Bachelor's
900,Eve,30,HR,119338,10,3.8,2021,69,1,Hybrid,Female,Entry,High School
901,Diana,28,Finance,71391,11,1.52,2019,2,13,Onsite,Other,Senior,High School
902,Eve,44,Marketing,61983,17,4.48,2019,125,8,Onsite,Male,Manager,Master's
903,Diana,34,Sales,106846,16,1.18,2018,155,6,Hybrid,Female,Senior,PhD
904,Charlie,44,Marketing,52114,5,4.44,2018,156,6,Onsite,Other,Manager,Bachelor's
905,Bob,51,IT,77249,7,1.17,2019,114,2,Hybrid,Female,Senior,PhD
906,Alice,39,HR,102068,2,3.75,2021,174,4,Remote,Other,Manager,High School
907,Bob,25,Sales,78084,3,1.77,2019,49,9,Hybrid,Male,Senior,PhD
908,Diana,43,Sales,105594,5,1.41,2020,119,14,Onsite,Other,Senior,High School
909,Eve,50,Marketing,107906,11,2.84,2022,25,14,Hybrid,Female,Senior,Master's
910,Bob,41,HR,61359,10,2.44,2018,177,12,Hybrid,Other,Entry,Bachelor's
911,Bob,41,Sales,44368,7,1.03,2018,186,4,Onsite,Male,Senior,High School
912,Eve,26,Finance,115130,4,2.94,2020,80,13,Remote,Female,Senior,PhD
913,Alice,48,Finance,63055,9,2.74,2018,126,8,Onsite,Other,Senior,High School
914,Alice,47,Marketing,94210,12,3.14,2021,168,3,Remote,Other,Manager,PhD
915,Diana,43,Sales,47062,12,4.64,2022,175,2,Hybrid,Other,Entry,PhD
916,Eve,51,Finance,55075,13,1.45,2022,6,7,Onsite,Male,Manager,High School
917,Diana,42,IT,112216,4,2.44,2019,86,6,Onsite,Female,Entry,PhD
918,Charlie,42,HR,118911,8,1.12,2021,125,0,Hybrid,Female,Manager,Master's
919,Bob,40,Finance,64182,1,2.26,2022,158,10,Onsite,Female,Manager,High School
920,Alice,46,Sales,79650,3,1.08,2019,16,1,Remote,Female,Manager,Master's
921,Diana,32,HR,114415,14,4.9,2018,72,5,Hybrid,Male,Senior,High School
922,Alice,54,HR,89510,7,2.56,2019,145,5,Remote,Male,Entry,High School
923,Bob,59,Finance,62876,18,4.16,2019,26,2,Onsite,Male,Mid,Master's
924,Eve,37,HR,84410,11,1.34,2020,32,13,Onsite,Other,Senior,Master's
925,Eve,28,Marketing,71021,9,1.99,2019,95,2,Onsite,Other,Entry,Bachelor's
926,Diana,27,Marketing,71486,17,2.83,2020,144,13,Remote,Other,Senior,PhD
927,Diana,32,Sales,30354,14,3.83,2019,103,5,Remote,Male,Mid,PhD
928,Charlie,24,HR,62202,14,1.49,2018,194,0,Hybrid,Male,Mid,Bachelor's
929,Bob,26,HR,51269,6,2.04,2022,170,2,Remote,Other,Manager,High School
930,Eve,40,Marketing,54363,8,1.38,2020,0,3,Hybrid,Male,Entry,High School
931,Eve,35,HR,65814,8,4.14,2019,40,5,Remote,Female,Mid,PhD
932,Diana,45,IT,88402,2,3.39,2022,161,5,Remote,Other,Mid,PhD
933,Eve,48,HR,111848,12,1.66,2019,74,2,Onsite,Female,Senior,Bachelor's
934,Bob,22,Marketing,115307,11,1.9,2019,185,6,Hybrid,Female,Mid,Bachelor's
935,Alice,39,Marketing,101065,10,2.38,2021,139,2,Hybrid,Other,Manager,Bachelor's
936,Diana,58,HR,106934,7,2.18,2022,130,7,Remote,Female,Entry,Master's
937,Bob,33,HR,75242,17,4.82,2022,18,0,Remote,Other,Entry,Bachelor's
938,Eve,23,Sales,107236,17,2.55,2020,57,11,Hybrid,Male,Mid,Bachelor's
939,Charlie,44,Marketing,48280,17,4.37,2020,184,12,Hybrid,Other,Mid,High School
940,Charlie,26,Finance,108558,15,4.39,2019,198,2,Hybrid,Other,Senior,PhD
941,Eve,31,Marketing,117084,16,4.73,2022,139,7,Hybrid,Other,Senior,High School
942,Bob,55,Finance,60630,8,4.19,2022,48,6,Remote,Male,Manager,Bachelor's
943,Bob,24,Sales,89896,12,3.63,2018,70,13,Remote,Other,Entry,PhD
944,Eve,58,Marketing,77434,8,1.85,2021,115,0,Remote,Other,Manager,PhD
945,Bob,42,Sales,38998,11,1.62,2018,186,1,Onsite,Female,Mid,PhD
946,Alice,56,Marketing,63943,18,2.74,2020,29,5,Hybrid,Male,Manager,High School
947,Diana,26,IT,54458,7,4.43,2018,97,0,Remote,Other,Senior,Master's
948,Eve,50,IT,78501,8,4.19,2019,185,10,Onsite,Male,Senior,Bachelor's
949,Bob,36,Marketing,30892,14,1.08,2020,38,14,Onsite,Male,Manager,PhD
950,Charlie,26,Sales,54518,11,4.48,2020,83,3,Onsite,Male,Mid,High School
951,Bob,32,Marketing,67284,9,3.89,2020,27,7,Onsite,Male,Entry,PhD
952,Bob,49,HR,99102,12,2.32,2019,112,11,Hybrid,Female,Senior,Bachelor's
953,Diana,51,IT,61496,12,4.1,2022,189,14,Hybrid,Male,Senior,PhD
954,Charlie,35,Marketing,68784,12,4.39,2020,60,5,Remote,Female,Mid,High School
955,Alice,46,IT,86863,14,1.42,2022,25,8,Onsite,Female,Manager,Master's
956,Alice,41,Finance,100597,5,3.12,2020,26,11,Onsite,Other,Senior,Master's
957,Diana,36,Marketing,45988,19,3.12,2021,68,6,Remote,Other,Manager,Bachelor's
958,Alice,23,HR,41247,13,2.82,2020,50,6,Onsite,Male,Manager,PhD
959,Bob,31,IT,59501,12,4.71,2019,66,12,Hybrid,Other,Senior,Master's
960,Diana,25,HR,74483,15,2.78,2019,189,14,Hybrid,Female,Manager,Master's
961,Bob,26,Marketing,93159,18,4.88,2018,197,14,Remote,Male,Entry,Bachelor's
962,Bob,59,Sales,45068,6,1.11,2020,2,4,Hybrid,Male,Manager,High School
963,Bob,23,IT,55353,8,3.13,2018,57,7,Onsite,Male,Senior,Master's
964,Bob,58,Finance,88810,6,3.03,2020,64,11,Onsite,Female,Manager,PhD
965,Charlie,44,HR,97599,4,3.45,2018,122,5,Remote,Female,Entry,Master's
966,Eve,43,Sales,42384,16,1.43,2021,171,0,Onsite,Female,Manager,PhD
967,Diana,38,IT,48767,4,4.06,2020,15,13,Onsite,Other,Mid,High School
968,Eve,54,Sales,61823,16,1.7,2021,157,9,Onsite,Other,Senior,PhD
969,Alice,34,IT,77724,5,4.84,2018,161,8,Remote,Female,Entry,Bachelor's
970,Eve,53,Sales,62313,2,4.42,2019,81,1,Hybrid,Other,Mid,PhD
971,Alice,55,IT,84668,17,4.75,2020,94,7,Remote,Other,Entry,PhD
972,Alice,42,Sales,76323,16,1.24,2018,195,11,Onsite,Female,Entry,Master's
973,Charlie,48,Finance,45930,15,1.83,2022,87,2,Hybrid,Male,Mid,High School
974,Bob,29,Sales,59148,8,4.38,2019,156,7,Onsite,Other,Mid,Master's
975,Alice,28,Marketing,65173,19,4.58,2020,83,7,Hybrid,Other,Entry,Bachelor's
976,Diana,51,Finance,104204,7,4.65,2021,84,10,Onsite,Female,Senior,High School
977,Eve,46,Sales,81049,10,1.38,2021,164,1,Onsite,Female,Manager,Master's
978,Charlie,52,HR,113010,15,2.41,2018,75,5,Hybrid,Male,Senior,High School
979,Charlie,30,Sales,35076,4,3.48,2018,122,14,Hybrid,Female,Entry,Bachelor's
980,Eve,29,IT,50993,3,2.08,2021,196,0,Hybrid,Female,Entry,PhD
981,Eve,41,Marketing,103031,5,3.31,2018,93,7,Hybrid,Male,Mid,Master's
982,Eve,43,Marketing,54422,11,4.6,2019,142,8,Onsite,Female,Manager,PhD
983,Alice,32,Marketing,60180,19,4.06,2018,9,12,Onsite,Male,Entry,Master's
984,Bob,45,IT,67271,14,1.69,2018,169,1,Hybrid,Other,Entry,PhD
985,Alice,49,Finance,90283,5,4.96,2020,139,14,Remote,Other,Manager,High School
986,Bob,27,Sales,84236,14,2.36,2021,185,5,Remote,Male,Manager,Bachelor's
987,Charlie,23,Finance,93745,6,3.93,2022,95,12,Hybrid,Male,Senior,Bachelor's
988,Bob,43,IT,112065,11,1.82,2021,136,12,Remote,Other,Entry,High School
989,Alice,55,Finance,53596,14,2.81,2020,184,14,Onsite,Male,Senior,PhD
990,Diana,55,Sales,76753,10,2.24,2021,98,8,Remote,Female,Senior,Bachelor's
991,Diana,25,IT,43909,19,4.92,2019,159,11,Onsite,Female,Manager,Bachelor's
992,Bob,31,Sales,37525,1,4.47,2021,104,8,Remote,Male,Manager,PhD
993,Diana,23,IT,99897,3,5.0,2019,143,7,Onsite,Female,Mid,PhD
994,Charlie,31,HR,84368,16,1.4,2018,37,9,Hybrid,Other,Manager,High School
995,Eve,38,Finance,40700,6,2.67,2020,193,0,Onsite,Other,Mid,Bachelor's
996,Eve,50,Sales,117958,11,2.4,2021,98,10,Onsite,Female,Manager,PhD
997,Charlie,24,Finance,102087,7,1.5,2021,135,1,Hybrid,Other,Manager,PhD
998,Bob,24,IT,81049,4,2.87,2019,131,2,Hybrid,Female,Senior,Master's
999,Charlie,48,HR,59979,8,2.62,2020,23,14,Hybrid,Male,Senior,Master's
1000,Eve,48,Sales,33354,6,1.79,2020,181,10,Remote,Other,Senior,PhD
1001,Eve,25,HR,51695,6,4.39,2018,36,8,Onsite,Female,Senior,High School
1002,Diana,23,HR,30233,7,1.13,2022,74,3,Hybrid,Female,Entry,PhD
1003,Bob,31,IT,87599,8,1.95,2021,12,5,Remote,Male,Senior,PhD
1004,Bob,23,Marketing,102597,9,4.67,2019,166,1,Onsite,Male,Mid,PhD
1005,Alice,27,Sales,64534,4,4.12,2020,62,6,Remote,Female,Manager,High School
1006,Bob,39,IT,80981,18,3.42,2021,120,7,Remote,Female,Senior,High School
1007,Diana,57,Finance,119883,9,2.99,2020,65,8,Remote,Female,Entry,PhD
1008,Eve,49,Sales,96649,15,3.79,2019,123,4,Remote,Male,Senior,High School
1009,Bob,22,Marketing,87339,19,1.41,2018,157,10,Onsite,Male,Mid,Master's
1010,Alice,31,Marketing,89555,5,1.85,2018,48,1,Remote,Male,Manager,Master's
1011,Diana,49,Marketing,102313,16,3.75,2020,4,0,Remote,Other,Entry,High School
1012,Eve,27,Sales,108937,5,4.7,2019,190,4,Remote,Other,Manager,Bachelor's
1013,Bob,43,IT,77833,1,4.93,2018,126,8,Remote,Female,Mid,High School
